MapDate,StateAbbreviation,StatisticFormatID,ValidStart,ValidEnd,D0,D1,D2,D3,D4,None
20130528,Combine,1,2013-05-28,2013-06-03,32.99,21.94,12.61,4.93,0.50,67.01
20130521,Combine,1,2013-05-21,2013-05-27,44.76,26.75,17.14,8.19,0.74,55.24
20130514,Combine,1,2013-05-14,2013-05-20,48.78,32.98,21.92,11.32,0.96,51.22
20130507,Combine,1,2013-05-07,2013-05-13,47.97,33.85,22.24,11.43,0.96,52.03
20130430,Combine,1,2013-04-30,2013-05-06,49.97,36.01,23.01,12.29,1.03,50.03
20130423,Combine,1,2013-04-23,2013-04-29,53.03,37.66,23.22,13.34,1.03,46.97
20130416,Combine,1,2013-04-16,2013-04-22,55.80,42.24,27.38,15.58,1.03,44.20
20130409,Combine,1,2013-04-09,2013-04-15,60.88,52.94,39.56,23.52,3.60,39.12
20130402,Combine,1,2013-04-02,2013-04-08,64.22,54.67,39.97,24.61,12.00,35.78
20130326,Combine,1,2013-03-26,2013-04-01,64.91,54.59,40.56,24.70,12.05,35.09
20130319,Combine,1,2013-03-19,2013-03-25,69.14,54.55,40.53,24.91,11.99,30.86
20130312,Combine,1,2013-03-12,2013-03-18,68.61,55.05,40.26,24.91,11.99,31.39
20130305,Combine,1,2013-03-05,2013-03-11,71.29,63.77,43.32,26.06,13.31,28.71
20130226,Combine,1,2013-02-26,2013-03-04,72.58,64.46,43.82,26.06,13.33,27.42
20130219,Combine,1,2013-02-19,2013-02-25,72.84,65.27,44.57,26.08,13.40,27.16
20130212,Combine,1,2013-02-12,2013-02-18,72.54,65.23,44.67,26.11,13.40,27.46
20130205,Combine,1,2013-02-05,2013-02-11,72.74,65.50,48.67,26.24,13.40,27.26
20130129,Combine,1,2013-01-29,2013-02-04,79.59,69.44,51.75,26.56,13.54,20.41
20130122,Combine,1,2013-01-22,2013-01-28,79.59,69.44,51.75,26.56,13.54,20.41
20130115,Combine,1,2013-01-15,2013-01-21,82.33,71.70,52.55,26.95,13.54,17.67
20130108,Combine,1,2013-01-08,2013-01-14,83.07,72.76,53.33,28.17,13.54,16.93
20130101,Combine,1,2013-01-01,2013-01-07,85.53,73.48,53.33,28.17,13.54,14.47
20121225,Combine,1,2012-12-25,2012-12-31,85.57,73.51,53.40,28.17,13.54,14.43
20121218,Combine,1,2012-12-18,2012-12-24,85.70,73.51,53.28,29.05,13.54,14.30
20121211,Combine,1,2012-12-11,2012-12-17,85.55,73.51,53.21,29.01,13.54,14.45
20121204,Combine,1,2012-12-04,2012-12-10,87.69,75.30,53.64,29.01,13.54,12.31
20121127,Combine,1,2012-11-27,2012-12-03,87.69,74.77,53.46,29.01,13.54,12.31
20121120,Combine,1,2012-11-20,2012-11-26,87.17,73.82,46.70,27.92,13.77,12.83
20121113,Combine,1,2012-11-13,2012-11-19,87.21,73.94,46.69,27.90,13.77,12.79
20121106,Combine,1,2012-11-06,2012-11-12,89.66,78.51,53.24,30.45,13.90,10.34
20121030,Combine,1,2012-10-30,2012-11-05,90.25,80.36,54.02,31.01,13.95,9.75
20121023,Combine,1,2012-10-23,2012-10-29,94.77,84.11,56.37,32.68,13.95,5.23
20121016,Combine,1,2012-10-16,2012-10-22,96.15,86.02,59.50,34.19,13.95,3.85
20121009,Combine,1,2012-10-09,2012-10-15,96.24,87.15,62.45,34.53,14.65,3.76
20121002,Combine,1,2012-10-02,2012-10-08,97.76,90.58,62.18,34.34,13.96,2.24
20120925,Combine,1,2012-09-25,2012-10-01,97.81,89.49,60.36,33.51,10.91,2.19
20120918,Combine,1,2012-09-18,2012-09-24,98.58,87.72,58.33,31.08,10.36,1.42
20120911,Combine,1,2012-09-11,2012-09-17,96.84,84.08,59.69,32.32,10.74,3.16
20120904,Combine,1,2012-09-04,2012-09-10,93.70,81.29,61.79,33.81,10.97,6.30
20120828,Combine,1,2012-08-28,2012-09-03,92.29,80.02,65.87,46.56,12.07,7.71
20120821,Combine,1,2012-08-21,2012-08-27,89.43,79.20,66.01,47.14,12.01,10.57
20120814,Combine,1,2012-08-14,2012-08-20,88.60,79.10,65.79,46.69,13.06,11.40
20120807,Combine,1,2012-08-07,2012-08-13,90.83,80.85,66.98,49.02,8.75,9.17
20120731,Combine,1,2012-07-31,2012-08-06,91.29,81.53,66.95,42.91,7.34,8.71
20120724,Combine,1,2012-07-24,2012-07-30,93.39,82.42,66.34,36.94,5.85,6.61
20120717,Combine,1,2012-07-17,2012-07-23,92.45,81.28,56.26,12.58,1.09,7.55
20120710,Combine,1,2012-07-10,2012-07-16,88.46,73.53,39.39,9.81,0.36,11.54
20120703,Combine,1,2012-07-03,2012-07-09,83.92,60.50,29.64,6.52,0.00,16.08
20120626,Combine,1,2012-06-26,2012-07-02,76.31,50.83,23.14,5.84,0.00,23.69
20120619,Combine,1,2012-06-19,2012-06-25,75.03,45.99,16.15,1.93,0.00,24.97
20120612,Combine,1,2012-06-12,2012-06-18,66.84,24.95,2.01,0.00,0.00,33.16
20120605,Combine,1,2012-06-05,2012-06-11,61.22,20.24,1.15,0.00,0.00,38.78
20120529,Combine,1,2012-05-29,2012-06-04,48.70,16.56,0.46,0.00,0.00,51.30
20120522,Combine,1,2012-05-22,2012-05-28,51.55,11.87,0.50,0.00,0.00,48.45
20120515,Combine,1,2012-05-15,2012-05-21,33.53,5.97,0.08,0.00,0.00,66.47
20120508,Combine,1,2012-05-08,2012-05-14,30.60,5.22,0.04,0.00,0.00,69.40
20120501,Combine,1,2012-05-01,2012-05-07,43.78,16.17,4.29,0.00,0.00,56.22
20120424,Combine,1,2012-04-24,2012-04-30,44.39,19.87,4.79,0.00,0.00,55.61
20120417,Combine,1,2012-04-17,2012-04-23,44.05,19.29,4.93,0.00,0.00,55.95
20120410,Combine,1,2012-04-10,2012-04-16,48.29,22.91,5.65,0.00,0.00,51.71
20120403,Combine,1,2012-04-03,2012-04-09,46.91,21.26,5.31,0.00,0.00,53.09
20120327,Combine,1,2012-03-27,2012-04-02,45.05,19.51,5.31,0.00,0.00,54.95
20120320,Combine,1,2012-03-20,2012-03-26,40.69,19.90,5.31,0.00,0.00,59.31
20120313,Combine,1,2012-03-13,2012-03-19,41.36,18.69,5.31,0.00,0.00,58.64
20120306,Combine,1,2012-03-06,2012-03-12,39.91,18.81,5.31,0.00,0.00,60.09
20120228,Combine,1,2012-02-28,2012-03-05,41.53,20.37,6.13,0.00,0.00,58.47
20120221,Combine,1,2012-02-21,2012-02-27,41.53,21.03,6.13,0.00,0.00,58.47
20120214,Combine,1,2012-02-14,2012-02-20,41.52,21.08,6.18,0.00,0.00,58.48
20120207,Combine,1,2012-02-07,2012-02-13,40.35,20.48,5.70,0.00,0.00,59.65
20120131,Combine,1,2012-01-31,2012-02-06,44.85,21.56,5.85,0.02,0.00,55.15
20120124,Combine,1,2012-01-24,2012-01-30,44.93,21.22,5.85,0.02,0.00,55.07
20120117,Combine,1,2012-01-17,2012-01-23,41.30,15.42,5.85,0.02,0.00,58.70
20120110,Combine,1,2012-01-10,2012-01-16,41.85,15.61,5.88,0.02,0.00,58.15
20120103,Combine,1,2012-01-03,2012-01-09,39.91,15.28,5.88,0.02,0.00,60.09
20111227,Combine,1,2011-12-27,2012-01-02,37.01,15.28,5.88,0.02,0.00,62.99
20111220,Combine,1,2011-12-20,2011-12-26,37.12,15.46,5.98,0.06,0.00,62.88
20111213,Combine,1,2011-12-13,2011-12-19,38.09,15.23,6.34,0.07,0.02,61.91
20111206,Combine,1,2011-12-06,2011-12-12,38.09,15.23,6.34,0.07,0.02,61.91
20111129,Combine,1,2011-11-29,2011-12-05,43.37,17.33,6.67,0.23,0.04,56.63
20111122,Combine,1,2011-11-22,2011-11-28,46.75,20.91,6.72,0.43,0.22,53.25
20111115,Combine,1,2011-11-15,2011-11-21,49.40,22.86,7.78,1.42,0.22,50.60
20111108,Combine,1,2011-11-08,2011-11-14,51.45,28.91,6.88,1.40,0.22,48.55
20111101,Combine,1,2011-11-01,2011-11-07,50.02,28.91,9.10,1.43,0.19,49.98
20111025,Combine,1,2011-10-25,2011-10-31,43.12,22.85,9.16,1.40,0.19,56.88
20111018,Combine,1,2011-10-18,2011-10-24,43.07,20.68,8.04,1.68,0.20,56.93
20111011,Combine,1,2011-10-11,2011-10-17,44.65,23.38,8.80,1.56,0.06,55.35
20111004,Combine,1,2011-10-04,2011-10-10,47.60,21.25,7.89,1.56,0.14,52.40
20110927,Combine,1,2011-09-27,2011-10-03,40.94,18.01,7.19,1.62,0.13,59.06
20110920,Combine,1,2011-09-20,2011-09-26,46.39,21.02,7.99,1.35,0.13,53.61
20110913,Combine,1,2011-09-13,2011-09-19,48.28,22.51,8.96,1.35,0.18,51.72
20110906,Combine,1,2011-09-06,2011-09-12,42.84,19.06,7.50,1.35,0.19,57.16
20110830,Combine,1,2011-08-30,2011-09-05,39.12,18.75,6.47,1.35,0.19,60.88
20110823,Combine,1,2011-08-23,2011-08-29,37.43,14.15,3.34,1.35,0.19,62.57
20110816,Combine,1,2011-08-16,2011-08-22,36.24,13.67,3.24,1.35,0.19,63.76
20110809,Combine,1,2011-08-09,2011-08-15,33.97,15.58,5.86,1.75,0.04,66.03
20110802,Combine,1,2011-08-02,2011-08-08,33.58,11.53,5.86,0.74,0.00,66.42
20110726,Combine,1,2011-07-26,2011-08-01,17.15,8.04,1.25,0.55,0.00,82.85
20110719,Combine,1,2011-07-19,2011-07-25,13.84,3.48,0.97,0.30,0.00,86.16
20110712,Combine,1,2011-07-12,2011-07-18,8.73,3.47,0.97,0.30,0.00,91.27
20110705,Combine,1,2011-07-05,2011-07-11,10.63,2.52,0.90,0.20,0.00,89.37
20110628,Combine,1,2011-06-28,2011-07-04,10.58,1.22,0.90,0.20,0.00,89.42
20110621,Combine,1,2011-06-21,2011-06-27,2.30,1.36,0.90,0.20,0.00,97.70
20110614,Combine,1,2011-06-14,2011-06-20,2.30,1.22,0.90,0.20,0.00,97.70
20110607,Combine,1,2011-06-07,2011-06-13,2.30,1.22,0.90,0.20,0.00,97.70
20110531,Combine,1,2011-05-31,2011-06-06,2.30,1.22,0.89,0.20,0.00,97.70
20110524,Combine,1,2011-05-24,2011-05-30,2.53,1.22,0.92,0.20,0.00,97.47
20110517,Combine,1,2011-05-17,2011-05-23,3.94,1.38,1.07,0.26,0.00,96.06
20110510,Combine,1,2011-05-10,2011-05-16,7.50,1.41,1.07,0.26,0.00,92.50
20110503,Combine,1,2011-05-03,2011-05-09,7.50,1.51,1.07,0.26,0.00,92.50
20110426,Combine,1,2011-04-26,2011-05-02,7.53,2.35,1.15,0.33,0.00,92.47
20110419,Combine,1,2011-04-19,2011-04-25,18.47,7.24,4.11,1.47,0.00,81.53
20110412,Combine,1,2011-04-12,2011-04-18,20.20,9.01,4.14,1.48,0.00,79.80
20110405,Combine,1,2011-04-05,2011-04-11,19.89,9.02,4.16,1.47,0.00,80.11
20110329,Combine,1,2011-03-29,2011-04-04,19.43,7.45,4.13,1.49,0.00,80.57
20110322,Combine,1,2011-03-22,2011-03-28,19.70,7.08,4.09,1.48,0.00,80.30
20110315,Combine,1,2011-03-15,2011-03-21,18.73,7.30,4.08,0.80,0.00,81.27
20110308,Combine,1,2011-03-08,2011-03-14,22.40,9.41,4.08,0.80,0.00,77.60
20110301,Combine,1,2011-03-01,2011-03-07,22.54,10.71,3.55,0.80,0.00,77.46
20110222,Combine,1,2011-02-22,2011-02-28,26.71,11.95,5.32,0.80,0.00,73.29
20110215,Combine,1,2011-02-15,2011-02-21,28.75,12.11,5.06,0.80,0.00,71.25
20110208,Combine,1,2011-02-08,2011-02-14,28.75,12.11,5.06,0.80,0.00,71.25
20110201,Combine,1,2011-02-01,2011-02-07,29.07,12.11,6.50,1.29,0.00,70.93
20110125,Combine,1,2011-01-25,2011-01-31,29.07,12.11,6.50,1.29,0.00,70.93
20110118,Combine,1,2011-01-18,2011-01-24,29.07,12.11,6.50,1.31,0.00,70.93
20110111,Combine,1,2011-01-11,2011-01-17,26.02,11.82,5.55,1.31,0.00,73.98
20110104,Combine,1,2011-01-04,2011-01-10,26.02,10.35,5.63,1.31,0.00,73.98
20101228,Combine,1,2010-12-28,2011-01-03,26.51,10.70,6.50,1.37,0.00,73.49
20101221,Combine,1,2010-12-21,2010-12-27,24.39,9.88,5.12,0.49,0.00,75.61
20101214,Combine,1,2010-12-14,2010-12-20,22.33,9.64,4.58,0.49,0.00,77.67
20101207,Combine,1,2010-12-07,2010-12-13,23.29,9.71,4.81,0.62,0.00,76.71
20101130,Combine,1,2010-11-30,2010-12-06,23.97,10.15,4.46,0.62,0.00,76.03
20101123,Combine,1,2010-11-23,2010-11-29,30.43,17.57,8.97,2.09,0.00,69.57
20101116,Combine,1,2010-11-16,2010-11-22,30.42,17.56,8.97,2.09,0.00,69.58
20101109,Combine,1,2010-11-09,2010-11-15,27.74,17.22,8.97,2.09,0.00,72.26
20101102,Combine,1,2010-11-02,2010-11-08,25.94,16.72,8.70,1.74,0.00,74.06
20101026,Combine,1,2010-10-26,2010-11-01,25.84,14.48,7.29,0.93,0.00,74.16
20101019,Combine,1,2010-10-19,2010-10-25,27.29,14.37,7.62,1.05,0.00,72.71
20101012,Combine,1,2010-10-12,2010-10-18,26.87,12.28,5.71,0.24,0.00,73.13
20101005,Combine,1,2010-10-05,2010-10-11,22.58,9.52,4.18,0.00,0.00,77.42
20100928,Combine,1,2010-09-28,2010-10-04,23.73,9.52,4.18,0.00,0.00,76.27
20100921,Combine,1,2010-09-21,2010-09-27,23.63,8.95,3.08,0.00,0.00,76.37
20100914,Combine,1,2010-09-14,2010-09-20,23.20,8.88,1.86,0.00,0.00,76.80
20100907,Combine,1,2010-09-07,2010-09-13,25.41,8.09,1.06,0.00,0.00,74.59
20100831,Combine,1,2010-08-31,2010-09-06,28.66,8.09,0.59,0.00,0.00,71.34
20100824,Combine,1,2010-08-24,2010-08-30,15.50,4.46,0.59,0.00,0.00,84.50
20100817,Combine,1,2010-08-17,2010-08-23,11.44,4.11,0.59,0.00,0.00,88.56
20100810,Combine,1,2010-08-10,2010-08-16,10.13,3.99,1.05,0.08,0.00,89.87
20100803,Combine,1,2010-08-03,2010-08-09,9.90,3.99,1.05,0.08,0.00,90.10
20100727,Combine,1,2010-07-27,2010-08-02,10.23,4.33,1.45,0.03,0.00,89.77
20100720,Combine,1,2010-07-20,2010-07-26,10.73,3.91,0.81,0.00,0.00,89.27
20100713,Combine,1,2010-07-13,2010-07-19,10.70,2.91,0.54,0.00,0.00,89.30
20100706,Combine,1,2010-07-06,2010-07-12,10.70,2.91,0.54,0.00,0.00,89.30
20100629,Combine,1,2010-06-29,2010-07-05,8.83,3.37,0.61,0.00,0.00,91.17
20100622,Combine,1,2010-06-22,2010-06-28,8.93,3.05,0.51,0.00,0.00,91.07
20100615,Combine,1,2010-06-15,2010-06-21,7.70,3.04,0.51,0.00,0.00,92.30
20100608,Combine,1,2010-06-08,2010-06-14,9.78,3.61,0.51,0.00,0.00,90.22
20100601,Combine,1,2010-06-01,2010-06-07,9.22,2.93,0.51,0.00,0.00,90.78
20100525,Combine,1,2010-05-25,2010-05-31,7.54,2.94,0.51,0.00,0.00,92.46
20100518,Combine,1,2010-05-18,2010-05-24,9.01,4.04,0.61,0.00,0.00,90.99
20100511,Combine,1,2010-05-11,2010-05-17,11.27,4.22,0.68,0.00,0.00,88.73
20100504,Combine,1,2010-05-04,2010-05-10,11.32,4.17,0.68,0.00,0.00,88.68
20100427,Combine,1,2010-04-27,2010-05-03,11.81,4.17,0.68,0.00,0.00,88.19
20100420,Combine,1,2010-04-20,2010-04-26,9.23,3.48,0.00,0.00,0.00,90.77
20100413,Combine,1,2010-04-13,2010-04-19,8.22,0.23,0.00,0.00,0.00,91.78
20100406,Combine,1,2010-04-06,2010-04-12,3.90,0.21,0.00,0.00,0.00,96.10
20100330,Combine,1,2010-03-30,2010-04-05,3.86,0.21,0.00,0.00,0.00,96.14
20100323,Combine,1,2010-03-23,2010-03-29,4.18,0.21,0.00,0.00,0.00,95.82
20100316,Combine,1,2010-03-16,2010-03-22,4.61,0.21,0.00,0.00,0.00,95.39
20100309,Combine,1,2010-03-09,2010-03-15,3.20,0.21,0.00,0.00,0.00,96.80
20100302,Combine,1,2010-03-02,2010-03-08,3.12,0.21,0.00,0.00,0.00,96.88
20100223,Combine,1,2010-02-23,2010-03-01,3.12,0.21,0.00,0.00,0.00,96.88
20100216,Combine,1,2010-02-16,2010-02-22,3.28,0.21,0.00,0.00,0.00,96.72
20100209,Combine,1,2010-02-09,2010-02-15,3.28,0.21,0.00,0.00,0.00,96.72
20100202,Combine,1,2010-02-02,2010-02-08,3.28,0.21,0.00,0.00,0.00,96.72
20100126,Combine,1,2010-01-26,2010-02-01,3.28,0.21,0.00,0.00,0.00,96.72
20100119,Combine,1,2010-01-19,2010-01-25,4.08,0.21,0.00,0.00,0.00,95.92
20100112,Combine,1,2010-01-12,2010-01-18,4.08,0.21,0.00,0.00,0.00,95.92
20100105,Combine,1,2010-01-05,2010-01-11,4.08,0.21,0.00,0.00,0.00,95.92
20091229,Combine,1,2009-12-29,2010-01-04,5.32,0.21,0.00,0.00,0.00,94.68
20091222,Combine,1,2009-12-22,2009-12-28,5.32,0.21,0.00,0.00,0.00,94.68
20091215,Combine,1,2009-12-15,2009-12-21,5.32,0.21,0.00,0.00,0.00,94.68
20091208,Combine,1,2009-12-08,2009-12-14,5.32,0.21,0.00,0.00,0.00,94.68
20091201,Combine,1,2009-12-01,2009-12-07,4.27,0.21,0.00,0.00,0.00,95.73
20091124,Combine,1,2009-11-24,2009-11-30,4.27,0.21,0.00,0.00,0.00,95.73
20091117,Combine,1,2009-11-17,2009-11-23,4.27,0.21,0.00,0.00,0.00,95.73
20091110,Combine,1,2009-11-10,2009-11-16,4.64,1.31,0.00,0.00,0.00,95.36
20091103,Combine,1,2009-11-03,2009-11-09,4.64,1.31,0.00,0.00,0.00,95.36
20091027,Combine,1,2009-10-27,2009-11-02,6.75,1.65,0.39,0.00,0.00,93.25
20091020,Combine,1,2009-10-20,2009-10-26,11.11,1.73,0.39,0.00,0.00,88.89
20091013,Combine,1,2009-10-13,2009-10-19,12.96,1.73,0.39,0.00,0.00,87.04
20091006,Combine,1,2009-10-06,2009-10-12,16.85,1.87,0.48,0.00,0.00,83.15
20090929,Combine,1,2009-09-29,2009-10-05,20.61,5.08,0.87,0.14,0.00,79.39
20090922,Combine,1,2009-09-22,2009-09-28,21.91,4.71,0.29,0.09,0.00,78.09
20090915,Combine,1,2009-09-15,2009-09-21,15.75,2.10,0.12,0.00,0.00,84.25
20090908,Combine,1,2009-09-08,2009-09-14,17.63,2.89,0.12,0.00,0.00,82.37
20090901,Combine,1,2009-09-01,2009-09-07,13.33,1.80,0.12,0.00,0.00,86.67
20090825,Combine,1,2009-08-25,2009-08-31,14.61,2.24,0.12,0.00,0.00,85.39
20090818,Combine,1,2009-08-18,2009-08-24,18.84,3.23,0.32,0.12,0.00,81.16
20090811,Combine,1,2009-08-11,2009-08-17,22.04,3.47,0.32,0.12,0.00,77.96
20090804,Combine,1,2009-08-04,2009-08-10,21.23,4.08,0.59,0.12,0.00,78.77
20090728,Combine,1,2009-07-28,2009-08-03,18.88,3.70,0.45,0.00,0.00,81.12
20090721,Combine,1,2009-07-21,2009-07-27,17.70,3.15,0.57,0.00,0.00,82.30
20090714,Combine,1,2009-07-14,2009-07-20,14.80,4.30,0.70,0.00,0.00,85.20
20090707,Combine,1,2009-07-07,2009-07-13,14.67,2.48,0.26,0.00,0.00,85.33
20090630,Combine,1,2009-06-30,2009-07-06,10.35,2.13,0.24,0.00,0.00,89.65
20090623,Combine,1,2009-06-23,2009-06-29,13.86,1.50,0.39,0.00,0.00,86.14
20090616,Combine,1,2009-06-16,2009-06-22,16.24,1.46,0.31,0.00,0.00,83.76
20090609,Combine,1,2009-06-09,2009-06-15,18.52,1.46,0.31,0.00,0.00,81.48
20090602,Combine,1,2009-06-02,2009-06-08,19.69,1.46,0.31,0.00,0.00,80.31
20090526,Combine,1,2009-05-26,2009-06-01,8.01,1.16,0.21,0.00,0.00,91.99
20090519,Combine,1,2009-05-19,2009-05-25,6.25,0.92,0.01,0.00,0.00,93.75
20090512,Combine,1,2009-05-12,2009-05-18,3.77,0.92,0.00,0.00,0.00,96.23
20090505,Combine,1,2009-05-05,2009-05-11,5.25,1.13,0.01,0.00,0.00,94.75
20090428,Combine,1,2009-04-28,2009-05-04,7.72,1.13,0.01,0.00,0.00,92.28
20090421,Combine,1,2009-04-21,2009-04-27,4.72,1.35,0.39,0.00,0.00,95.28
20090414,Combine,1,2009-04-14,2009-04-20,6.42,1.35,0.49,0.00,0.00,93.58
20090407,Combine,1,2009-04-07,2009-04-13,7.68,1.12,0.00,0.00,0.00,92.32
20090331,Combine,1,2009-03-31,2009-04-06,7.95,1.12,0.00,0.00,0.00,92.05
20090324,Combine,1,2009-03-24,2009-03-30,8.38,1.12,0.00,0.00,0.00,91.62
20090317,Combine,1,2009-03-17,2009-03-23,7.47,1.23,0.00,0.00,0.00,92.53
20090310,Combine,1,2009-03-10,2009-03-16,7.47,1.23,0.00,0.00,0.00,92.53
20090303,Combine,1,2009-03-03,2009-03-09,7.22,1.23,0.00,0.00,0.00,92.78
20090224,Combine,1,2009-02-24,2009-03-02,6.04,1.25,0.00,0.00,0.00,93.96
20090217,Combine,1,2009-02-17,2009-02-23,6.67,1.25,0.00,0.00,0.00,93.33
20090210,Combine,1,2009-02-10,2009-02-16,7.62,1.25,0.00,0.00,0.00,92.38
20090203,Combine,1,2009-02-03,2009-02-09,7.61,2.05,0.00,0.00,0.00,92.39
20090127,Combine,1,2009-01-27,2009-02-02,11.53,2.53,0.00,0.00,0.00,88.47
20090120,Combine,1,2009-01-20,2009-01-26,11.07,2.53,0.00,0.00,0.00,88.93
20090113,Combine,1,2009-01-13,2009-01-19,11.65,3.26,0.00,0.00,0.00,88.35
20090106,Combine,1,2009-01-06,2009-01-12,11.63,3.26,0.00,0.00,0.00,88.37
20081230,Combine,1,2008-12-30,2009-01-05,11.63,3.37,0.00,0.00,0.00,88.37
20081223,Combine,1,2008-12-23,2008-12-29,15.96,4.06,0.00,0.00,0.00,84.04
20081216,Combine,1,2008-12-16,2008-12-22,16.51,4.33,0.00,0.00,0.00,83.49
20081209,Combine,1,2008-12-09,2008-12-15,16.51,4.39,0.00,0.00,0.00,83.49
20081202,Combine,1,2008-12-02,2008-12-08,19.27,4.53,0.00,0.00,0.00,80.73
20081125,Combine,1,2008-11-25,2008-12-01,14.54,4.12,0.00,0.00,0.00,85.46
20081118,Combine,1,2008-11-18,2008-11-24,14.75,4.12,0.00,0.00,0.00,85.25
20081111,Combine,1,2008-11-11,2008-11-17,16.08,4.52,1.01,0.00,0.00,83.92
20081104,Combine,1,2008-11-04,2008-11-10,16.83,5.45,1.34,0.00,0.00,83.17
20081028,Combine,1,2008-10-28,2008-11-03,16.83,5.45,1.34,0.00,0.00,83.17
20081021,Combine,1,2008-10-21,2008-10-27,20.50,6.91,1.35,0.00,0.00,79.50
20081014,Combine,1,2008-10-14,2008-10-20,20.77,6.46,1.35,0.00,0.00,79.23
20081007,Combine,1,2008-10-07,2008-10-13,30.78,9.07,2.42,1.34,0.00,69.22
20080930,Combine,1,2008-09-30,2008-10-06,31.81,10.06,2.42,1.34,0.00,68.19
20080923,Combine,1,2008-09-23,2008-09-29,28.95,10.44,2.57,1.34,0.00,71.05
20080916,Combine,1,2008-09-16,2008-09-22,27.74,9.27,2.57,1.34,0.00,72.26
20080909,Combine,1,2008-09-09,2008-09-15,32.19,11.55,2.19,0.88,0.00,67.81
20080902,Combine,1,2008-09-02,2008-09-08,34.39,10.89,3.22,1.29,0.00,65.61
20080826,Combine,1,2008-08-26,2008-09-01,39.27,9.10,3.22,1.29,0.00,60.73
20080819,Combine,1,2008-08-19,2008-08-25,25.84,7.17,4.30,2.04,0.00,74.16
20080812,Combine,1,2008-08-12,2008-08-18,23.08,8.02,4.97,3.47,0.00,76.92
20080805,Combine,1,2008-08-05,2008-08-11,28.63,8.89,4.97,3.47,0.00,71.37
20080729,Combine,1,2008-07-29,2008-08-04,26.72,8.64,5.57,4.31,0.00,73.28
20080722,Combine,1,2008-07-22,2008-07-28,26.84,8.32,5.02,2.02,0.00,73.16
20080715,Combine,1,2008-07-15,2008-07-21,19.65,6.71,3.57,0.00,0.00,80.35
20080708,Combine,1,2008-07-08,2008-07-14,15.91,5.61,1.44,0.00,0.00,84.09
20080701,Combine,1,2008-07-01,2008-07-07,12.92,5.75,1.44,0.00,0.00,87.08
20080624,Combine,1,2008-06-24,2008-06-30,14.36,5.60,1.18,0.00,0.00,85.64
20080617,Combine,1,2008-06-17,2008-06-23,13.57,6.69,4.17,0.00,0.00,86.43
20080610,Combine,1,2008-06-10,2008-06-16,15.37,7.80,5.57,3.28,0.00,84.63
20080603,Combine,1,2008-06-03,2008-06-09,18.81,11.17,6.41,4.34,0.00,81.19
20080527,Combine,1,2008-05-27,2008-06-02,21.23,11.58,6.08,3.35,0.00,78.77
20080520,Combine,1,2008-05-20,2008-05-26,23.77,13.97,6.81,3.35,0.00,76.23
20080513,Combine,1,2008-05-13,2008-05-19,23.68,10.15,7.07,3.35,0.00,76.32
20080506,Combine,1,2008-05-06,2008-05-12,24.51,11.00,7.26,3.56,0.00,75.49
20080429,Combine,1,2008-04-29,2008-05-05,24.53,14.30,8.02,3.56,0.00,75.47
20080422,Combine,1,2008-04-22,2008-04-28,25.90,13.65,8.02,3.56,0.00,74.10
20080415,Combine,1,2008-04-15,2008-04-21,25.90,13.10,7.48,2.80,0.00,74.10
20080408,Combine,1,2008-04-08,2008-04-14,28.67,13.68,7.39,2.80,0.00,71.33
20080401,Combine,1,2008-04-01,2008-04-07,30.53,14.75,7.39,2.80,0.00,69.47
20080325,Combine,1,2008-03-25,2008-03-31,32.13,14.85,6.87,0.87,0.00,67.87
20080318,Combine,1,2008-03-18,2008-03-24,32.13,15.59,6.55,0.87,0.00,67.87
20080311,Combine,1,2008-03-11,2008-03-17,32.13,15.59,6.55,0.87,0.00,67.87
20080304,Combine,1,2008-03-04,2008-03-10,32.13,14.59,6.55,0.87,0.00,67.87
20080226,Combine,1,2008-02-26,2008-03-03,30.89,12.86,6.55,0.48,0.00,69.11
20080219,Combine,1,2008-02-19,2008-02-25,30.96,12.86,6.55,0.48,0.00,69.04
20080212,Combine,1,2008-02-12,2008-02-18,33.41,13.02,6.60,0.48,0.00,66.59
20080205,Combine,1,2008-02-05,2008-02-11,33.41,13.02,6.60,0.48,0.00,66.59
20080129,Combine,1,2008-01-29,2008-02-04,31.77,13.02,6.60,0.48,0.00,68.23
20080122,Combine,1,2008-01-22,2008-01-28,28.46,13.00,6.66,0.21,0.00,71.54
20080115,Combine,1,2008-01-15,2008-01-21,28.46,13.03,6.65,0.21,0.00,71.54
20080108,Combine,1,2008-01-08,2008-01-14,27.04,13.03,5.44,0.21,0.00,72.96
20080101,Combine,1,2008-01-01,2008-01-07,27.67,14.42,3.93,0.21,0.00,72.33
20071225,Combine,1,2007-12-25,2007-12-31,27.67,14.30,3.93,0.21,0.00,72.33
20071218,Combine,1,2007-12-18,2007-12-24,27.67,14.30,4.04,0.21,0.00,72.33
20071211,Combine,1,2007-12-11,2007-12-17,30.81,15.16,4.04,0.21,0.00,69.19
20071204,Combine,1,2007-12-04,2007-12-10,37.94,17.35,4.06,0.21,0.00,62.06
20071127,Combine,1,2007-11-27,2007-12-03,37.68,16.78,4.10,0.21,0.00,62.32
20071120,Combine,1,2007-11-20,2007-11-26,37.43,17.61,3.15,0.21,0.00,62.57
20071113,Combine,1,2007-11-13,2007-11-19,37.09,17.18,3.15,0.21,0.00,62.91
